productmanufacturer,Hazardous Material Code (Y/N),Item-Level GTIN,vendor_partno,Brand AAIAID,ACES Applications,Item Quantity Size,Item Quantity Size UOM,package_type,Quantity per Application,Minimum Order Quantity,Product Group Code,Product Sub-Group Code,Product Category Code,Part Terminology ID,Application Summary - 2000,Product Description - Long - 80,Product Description - Short - 20,Product Description - Invoice - 40,Invoice Cost,WD Core,vendor_price,productprice,Non-Stock Dealer,User,listprice,Jobber Core,Price Break Quantity,Country of Origin (Primary),Harmonized Tariff Code (Schedule B),Life Cycle Status Code,MSDS Sheet Available Y/N,National Popularity Code,Part Number - Old,Part Number Superseded To,Taxable,MSDS Sheet Number,Each Package Level GTIN,Each Package Bar Code Characters,Each Package UOM,height,width,length,productweight,metatag_title,metatag_description,autodropship,freeshippingitem,productkeywords,categoryids,producturl,photourl,donotallowbackorders,availability,hide_when_outofstock
T-Rex,N,6.10E+11,6910011,DJTM,Y,1,EA,BX,1,1,,,,16231,,2010-2013 Camaro  EMB ALUMINUM BLACK BOWTIE,BILLET BOWTIE,T-Rex 6910011,,,146.12,,,,177.12,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,3,12,11,1,T-Rex 6910011 BILLET BOWTIE,2010-2013 Camaro  EMB ALUMINUM BLACK BOWTIE T-Rex 6910011,Y,Y,BILLET BOWTIE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,19027,DJTM,Y,1,EA,BX,1,1,,,,16231,,2010-2013 Camaro  EMB ALUMINUM CHROME BOWTIE,BILLET BOWTIE,T-Rex 19027,,,56.29,,,,68.23,,,US,8708100000,4,N,D,,,,,6.10E+11,6.10E+11,EA,7,7,12,1,T-Rex 19027 BILLET BOWTIE,2010-2013 Camaro  EMB ALUMINUM CHROME BOWTIE T-Rex 19027,Y,Y,BILLET BOWTIE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,6910012,DJTM,Y,1,EA,BX,1,1,,,,16231,,2010-2013 Camaro  EMB ALUMINUM CHROME BOWTIE,BILLET BOWTIE,T-Rex 6910012,,,146.12,,,,177.12,,,US,8708100000,4,N,D,,,,,6.10E+11,6.10E+11,EA,3,12,11,1,T-Rex 6910012 BILLET BOWTIE,2010-2013 Camaro  EMB ALUMINUM CHROME BOWTIE T-Rex 6910012,Y,Y,BILLET BOWTIE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,20027b,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  BILLET ALUMINUM BLACK Grille,BLK PHANTOM BILLET,T-Rex 20027b,,,411.33,,,,498.58,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,12,9,68,17,T-Rex 20027b BLK PHANTOM BILLET,2010-2013 Camaro (ALL)  BILLET ALUMINUM BLACK Grille T-Rex 20027b,Y,Y,BLK PHANTOM BILLET,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,21027B,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  BILLET ALUMINUM BLACK Grille,BLK BILLET GRILLE,T-Rex 21027B,,,265.2,,,,321.45,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,9,12,42,7,T-Rex 21027B BLK BILLET GRILLE,2010-2013 Camaro (ALL)  BILLET ALUMINUM BLACK Grille T-Rex 21027B,Y,Y,BLK BILLET GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,20027,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  BILLET ALUMINUM Polished Grille,PHANTOM BILLET,T-Rex 20027,,,319.32,,,,387.05,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,12,9,68,17,T-Rex 20027 PHANTOM BILLET,2010-2013 Camaro (ALL)  BILLET ALUMINUM Polished Grille T-Rex 20027,Y,Y,PHANTOM BILLET,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,21027,DJTM,Y,1,EA,BX,1,1,,,,14720,,2010-2013 Camaro (ALL)  BILLET ALUMINUM Polished Grille,BILLET GRILLE,T-Rex 21027,,,211.08,,,,255.85,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,9,12,42,7,T-Rex 21027 BILLET GRILLE,2010-2013 Camaro (ALL)  BILLET ALUMINUM Polished Grille T-Rex 21027,Y,Y,BILLET GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,66027,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  CUSTOM STAINLESS Polished Grille,STAINLESS GRILLE,T-Rex 66027,,,460.04,,,,557.62,,,US,8708100000,8,N,B,,,,,6.10E+11,6.10E+11,EA,7,7,32,7,T-Rex 66027 STAINLESS GRILLE,2010-2013 Camaro (ALL)  CUSTOM STAINLESS Polished Grille T-Rex 66027,Y,Y,STAINLESS GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,120271,DJTM,Y,1,EA,BX,1,1,,,,13738,,2010-2013 Camaro (ALL)  T1 ALUMINUM BLACK GAS DOOR,T1 EXTERIOR TRIM,T-Rex 120271,,,193.76,,,,234.86,,,US,8708100000,4,N,D,,,,,6.10E+11,6.10E+11,EA,7,7,12,2,T-Rex 120271 T1 EXTERIOR TRIM,2010-2013 Camaro (ALL)  T1 ALUMINUM BLACK GAS DOOR T-Rex 120271,Y,Y,T1 EXTERIOR TRIM,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,120272,DJTM,Y,1,EA,BX,1,1,,,,13738,,2010-2013 Camaro (ALL)  T1 ALUMINUM CHROME GAS DOOR,T1 EXTERIOR TRIM,T-Rex 120272,,,193.76,,,,234.86,,,US,8708100000,4,N,D,,,,,6.10E+11,6.10E+11,EA,7,7,12,2,T-Rex 120272 T1 EXTERIOR TRIM,2010-2013 Camaro (ALL)  T1 ALUMINUM CHROME GAS DOOR T-Rex 120272,Y,Y,T1 EXTERIOR TRIM,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,12028,DJTM,Y,1,EA,BX,1,1,,,,16231,,2010-2013 Camaro (ALL)  T1 STAINLESS POLISHED BUMPER,RR MESH GRILLE,T-Rex 12028,,,189.43,,,,229.61,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,7,7,32,3,T-Rex 12028 RR MESH GRILLE,2010-2013 Camaro (ALL)  T1 STAINLESS POLISHED BUMPER T-Rex 12028,Y,Y,RR MESH GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,54027,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  Upper Class STAINLESS Polished Grille,MESH GRILLE,T-Rex 54027,,,427.57,,,,518.27,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,7,7,32,5,T-Rex 54027 MESH GRILLE,2010-2013 Camaro (ALL)  Upper Class STAINLESS Polished Grille T-Rex 54027,Y,Y,MESH GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,54028,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  Upper Class STAINLESS Polished Grille,MESH GRILLE,T-Rex 54028,,,568.28,,,,688.82,,,US,8708100000,4,N,D,,,,,6.10E+11,6.10E+11,EA,7,7,32,5,T-Rex 54028 MESH GRILLE,2010-2013 Camaro (ALL)  Upper Class STAINLESS Polished Grille T-Rex 54028,Y,Y,MESH GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,54029,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  Upper Class STAINLESS Polished Grille,MESH GRILLE,T-Rex 54029,,,427.57,,,,518.27,,,US,8708100000,4,N,C,,,,,6.10E+11,6.10E+11,EA,7,17,53,10,T-Rex 54029 MESH GRILLE,2010-2013 Camaro (ALL)  Upper Class STAINLESS Polished Grille T-Rex 54029,Y,Y,MESH GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,51027,DJTM,Y,1,EA,BX,1,1,,,,1384,,2010-2013 Camaro (ALL)  Upper Class STEEL BLACK Grille,BLK MESH GRILLE,T-Rex 51027,,,405.92,,,,492.02,,,US,8708100000,4,N,A,,,,,6.10E+11,6.10E+11,EA,7,7,32,5,T-Rex 51027 BLK MESH GRILLE,2010-2013 Camaro (ALL)  Upper Class STEEL BLACK Grille T-Rex 51027,Y,Y,BLK MESH GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,51028,DJTM,Y,1,EA,BX,1,1,,,,14720,,2010-2013 Camaro (ALL)  Upper Class STEEL BLACK Grille,BLK MESH GRILLE,T-Rex 51028,,,514.16,,,,623.22,,,US,8708100000,4,N,D,,,,,6.10E+11,6.10E+11,EA,7,7,32,5,T-Rex 51028 BLK MESH GRILLE,2010-2013 Camaro (ALL)  Upper Class STEEL BLACK Grille T-Rex 51028,Y,Y,BLK MESH GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,51029,DJTM,Y,1,EA,BX,1,1,,,,14720,,2010-2013 Camaro (ALL)  Upper Class STEEL BLACK Grille,BLK MESH GRILLE,T-Rex 51029,,,405.92,,,,492.02,,,US,8708100000,4,N,B,,,,,6.10E+11,6.10E+11,EA,14,10,70,10,T-Rex 51029 BLK MESH GRILLE,2010-2013 Camaro (ALL)  Upper Class STEEL BLACK Grille T-Rex 51029,Y,Y,BLK MESH GRILLE,,,,N,Item In Stock,N
T-Rex,N,6.10E+11,110271,DJTM,Y,1,EA,BX,1,1,,,,12274,,2010-2013 Camaro (LS / RS)  T1 ALUMINUM BLACK INTERIOR,T1 INTERIOR TRIM,T-Rex 110271,,,119.07,,,,144.33,,,US,8708100000,4,N,D,,,,,6.10E+11,6.10E+11,EA,7,7,12,3,T-Rex 110271 T1 INTERIOR TRIM,2010-2013 Camaro (LS / RS)  T1 ALUMINUM BLACK INTERIOR T-Rex 110271,Y,Y,T1 INTERIOR TRIM,,,,N,Item In Stock,N
