Part Number,Brand AAIAID,Brand Label,B32 Item Quantity Size,B55 Minimum Order Quantity,B56 Minimum Order Quantity UOM,B64 Part Terminology ID,C10_DEF AAIA Part Type Description,C10_DES Product Description - Long - 80,C10_EXT Product Description - Extended 240,C10_FAB Features and Benefits - 240,C10_INV Product Description - Invoice - 40,C10_KEY Key Search Words - 2000,C10_LAB Label Description - 80,C10_MKT Marketing Description - 2000,C10_SHO Product Description - Short - 20,D40_JBR Jobber,D40_LST List,D40_RET Retail,D40_RMP Retail Minimum Advertised Price,E10_CTO SHIP: Country of Origin (Primary),E10_LIF SHIP: Life Cycle Status Code,E10_LIS SHIP: Life Cycle Status Description,E10_MSR HAZR: MSDS Required Flag,H25_EA Smallest Pack (Consumer Level),Year,Make,Model,Submodel,ACES Part Type ID,Position,Quantity,Region,Qual,Fitment Notes,Mfr Label,Vehicle Type Group Name,Liter,Cylinders,Block Type,Fuel Delivery Type Name,Fuel Type Name,Engine Designation Name,Engine VIN Name,Valves Per Engine,CC,CID,Engine Bore Inches,Engine Bore Metric,Engine Stroke Inches,Engine Stroke Metric
9059C,BDDP,Accel,,1,EA,7228,Spark Plug Wire Set,Accel WIRE; X9000 LS CERAMIC 180 11IN,"<p>This custom fit extreme heat ceramic boot wire sets fit GM 4.8/5.3/6.0/6.2L LS. 1997-2015
Total length= 12""</p>
<p>Direct fit for 2014+ Gen 5 LT1/LT4 based engines</p>
<p>ACCEL now offers the cure for burnt spark plug boots with Extreme 9000 Ceramic wire kits. The 8mm Ferro-Spiral core wire now has ceramic boots on the spark plug end of the wires. Ceramic boots withstand up to 2,000 degrees. Great for running headers with close tolerances, an engine bay with little room, or an RV with boots that melt because of heat. Ultra high temperature double silicone construction wire rated at 600 degrees Fahrenheit peak. 500 ohms/ft Ferro-Spiral core developed for performance use. Excellent energy delivery to the spark plugs, while providing the highest level of RFI/EMI suppression. Stainless steel spark plug terminals for maximum spark energy to the plugs. Pre-made to factory lengths for a perfect fit.</p>
<p>Features:</p>
<ul>
<li>Total length= 12""</li>
<li>Straight Spark Plug Boot</li>
<li>Ceramic boots withstand up to 2,000° Fahrenheit</li>
<li>8mm double silicone construction black wire rated at 600° F rated</li>
<li>500 Ohms/foot ferro sprial core offers the highest level of RFI/EMI suppression</li>
</ul>
", ,,,,,,99.99,158.71,142.84,,CN,2,Available To Order,,9,2011,Chevrolet                                         ,Camaro                                                                                              ,,7228,1,1,,,8mm Ferro-Spiral Core Wire;,Custom Fit Extreme 9000 Ceramic,,6.2,8,V ,,,,,,-       ,376,4.06,103.3,3.62,92
9060C,BDDP,Accel,,1,EA,7228,Spark Plug Wire Set,Accel GM LS STOCK BOOT UNI,"<p>ACCEL Extreme 9000 ceramic boot universal fit spark plug wires fit GM GEN 3/GEN4/GEN5 LS1/LS6/LS2/LS3/LS9/LQ4/LQ9/LT1/LT4</p>
<p>ACCEL ceramic boot spark plug wires provide the ultimate in heat resistant technology. </p>
<p>Features:</p>
<ul>
<li>Includes LS coil boots and terminals</li>
<li>14"" wire length</li>
<li>Ceramic boots withstand up to 2,000° Fahrenheit</li>
<li>8mm double silicone construction black wire rated at 600° F rated</li>
<li>500 Ohms/foot ferro sprial core offers the highest level of RFI/EMI suppression</li>
<li>Universal and custom fit applications</li>
</ul>
", ,,,,,,99.99,158.71,142.84,,CN,2,Available To Order,,9,2000,Chevrolet                                         ,Camaro                                                                                              ,,7228,1,1,,,8mm Ferro-Spiral Core Wire; Stock Coil Boots; Universal;,Custom Fit Extreme 9000 Ceramic,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
9060C,BDDP,Accel,,1,EA,7228,Spark Plug Wire Set,Accel GM LS STOCK BOOT UNI,"<p>ACCEL Extreme 9000 ceramic boot universal fit spark plug wires fit GM GEN 3/GEN4/GEN5 LS1/LS6/LS2/LS3/LS9/LQ4/LQ9/LT1/LT4</p>
<p>ACCEL ceramic boot spark plug wires provide the ultimate in heat resistant technology. </p>
<p>Features:</p>
<ul>
<li>Includes LS coil boots and terminals</li>
<li>14"" wire length</li>
<li>Ceramic boots withstand up to 2,000° Fahrenheit</li>
<li>8mm double silicone construction black wire rated at 600° F rated</li>
<li>500 Ohms/foot ferro sprial core offers the highest level of RFI/EMI suppression</li>
<li>Universal and custom fit applications</li>
</ul>
", ,,,,,,99.99,158.71,142.84,,CN,2,Available To Order,,9,2001,Chevrolet                                         ,Camaro                                                                                              ,,7228,1,1,,,8mm Ferro-Spiral Core Wire; Stock Coil Boots; Universal;,Custom Fit Extreme 9000 Ceramic,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
9060C,BDDP,Accel,,1,EA,7228,Spark Plug Wire Set,Accel GM LS STOCK BOOT UNI,"<p>ACCEL Extreme 9000 ceramic boot universal fit spark plug wires fit GM GEN 3/GEN4/GEN5 LS1/LS6/LS2/LS3/LS9/LQ4/LQ9/LT1/LT4</p>
<p>ACCEL ceramic boot spark plug wires provide the ultimate in heat resistant technology. </p>
<p>Features:</p>
<ul>
<li>Includes LS coil boots and terminals</li>
<li>14"" wire length</li>
<li>Ceramic boots withstand up to 2,000° Fahrenheit</li>
<li>8mm double silicone construction black wire rated at 600° F rated</li>
<li>500 Ohms/foot ferro sprial core offers the highest level of RFI/EMI suppression</li>
<li>Universal and custom fit applications</li>
</ul>
", ,,,,,,99.99,158.71,142.84,,CN,2,Available To Order,,9,2002,Chevrolet                                         ,Camaro                                                                                              ,,7228,1,1,,,8mm Ferro-Spiral Core Wire; Stock Coil Boots; Universal;,Custom Fit Extreme 9000 Ceramic,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2000,Chevrolet                                         ,Camaro                                                                                              ,Z28                                               ,7212,,8,,,Double Platinum Shorty; Individual; 0.050 in. Plug Gap,U-Groove Header Plug,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2000,Chevrolet                                         ,Camaro                                                                                              ,Base                                              ,7212,,6,,,Double Platinum Shorty; Individual; 0.060 in. Plug Gap,U-Groove Header Plug,,3.8,6,V ,,,,,,3800,231,3.8,96.5,3.4,86.4
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2000,Chevrolet                                         ,Camaro                                                                                              ,Z28 SS                                            ,7212,,8,,,Double Platinum Shorty; Individual; 0.050 in. Plug Gap,U-Groove Header Plug,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2001,Chevrolet                                         ,Camaro                                                                                              ,Z28                                               ,7212,,8,,,Double Platinum Shorty; Individual; 0.050 in. Plug Gap,U-Groove Header Plug,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2001,Chevrolet                                         ,Camaro                                                                                              ,Base                                              ,7212,,6,,,Double Platinum Shorty; Individual; 0.060 in. Plug Gap,U-Groove Header Plug,,3.8,6,V ,,,,,,3800,231,3.8,96.5,3.4,86.4
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2001,Chevrolet                                         ,Camaro                                                                                              ,Z28 SS                                            ,7212,,8,,,Double Platinum Shorty; Individual; 0.050 in. Plug Gap,U-Groove Header Plug,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2002,Chevrolet                                         ,Camaro                                                                                              ,Z28                                               ,7212,,8,,,Double Platinum Shorty; Individual; 0.050 in. Plug Gap,U-Groove Header Plug,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2002,Chevrolet                                         ,Camaro                                                                                              ,Z28 SS                                            ,7212,,8,,,Double Platinum Shorty; Individual; 0.050 in. Plug Gap,U-Groove Header Plug,,5.7,8,V ,,,,,,-       ,350,3.9,99,3.62,92
P526S,BDDP,Accel,,100,EA,7212,Spark Plug,Accel SPARK PLUG,"<p>These ACCEL performance spark plugs produce a larger spark for more power at high rpms. They improve throttle response and fuel economy and reduce fouling. Their purified Alumina insulator prevents arcing, and their machine-rolled threads protect heads. The double platinum electrode ensures a long life</p>
<p>ACCEL's patented race proven spark plugs in a Shorty configuration. The overall length has been reduced ~3/16"" to gain critical air gap between the spark plug boot and the exhaust manifold or header tube. This helps eliminate burning the spark plug boot or dimpling the header tube. The shorter spark plug length also can make it easier to install an remove the spark plugs in certain applications where there is not a lot of room to fit a socket or move a wrench around. </p>
<p>Features:</p>
<ul>
<li>Double Platinum Electrode for long life</li>
<li>Shorty Spark Plugs For Tubular Exhaust Headers</li>
<li>Eliminates Dimpling Headers For Added Clearance</li>
<li>Improves Spark Plug Access To Fit Socket Or Wrench</li>
<li>Projected Tip</li>
<li>Helps Eliminate Burned Spark Plug Boots</li>
<li>Shorty Header Spark Plug</li>
<li>Machine rolled 14mm threads protect your valuable cylinder heads</li>
</ul>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/rvQW4oFqJt8"" frameborder=""0"" allowfullscreen></iframe>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/QrZWTIici38"" frameborder=""0"" allowfullscreen></iframe>", ,,,,,,14.34,22.76,20.49,,JP,2,Available To Order,,2.1,2002,Chevrolet                                         ,Camaro                                                                                              ,Base                                              ,7212,,6,,,Double Platinum Shorty; Individual; 0.060 in. Plug Gap,U-Groove Header Plug,,3.8,6,V ,,,,,,3800,231,3.8,96.5,3.4,86.4
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
